1029673,Omahu Night 'n Day @ Gull,"Gull Service station, Petrol station, Diesel, Convenience store, Bakery, Groceries, Ice-cream, Deli, Fish & Chips, Takeaways, Magazines",http://www.nightnday.co.nz,"814 Omahu Road, Hastings 4120",06 873 4033,Mon-Sun 24 hours,NZ,176.818383,-39.622018,number,1,2006-08-31T13:52:55Z,2015-07-08T09:08:27Z,zenbu_out010,https://www.facebook.com/nightnday.co.nz,GasStation ConvenienceStore
1029694,Landing Road Night 'n Day @ Gull,"Gull Service station, Petrol station, Convenience store",http://www.nightnday.co.nz,"Corner Landing Road and King Street, Whakatane 3120",07 307 8440,Mon-Sun 24 hours,NZ,176.981984,-37.958934,number,1,2006-08-31T13:52:55Z,2015-07-08T08:53:23Z,zenbu_out010,https://www.facebook.com/nightnday.co.nz,GasStation ConvenienceStore
1029708,Lake Road Night 'n Day @ Gull,"Gull service station, Petrol Station, Diesel, Convenience store, Deli, Takeaways, Groceries, Ice-Cream, Magazines",http://www.nightnday.co.nz,"112-114 Lake Road, Rotorua 3204",07 343 6051,Mon-Sun 24 hours,NZ,176.23854,-38.128137,number,1,2006-08-31T13:52:56Z,2015-07-08T10:06:31Z,zenbu_out010,https://www.facebook.com/nightnday.co.nz,GasStation ConvenienceStore
1029715,Te Ngae Night 'n Day @ Gull,"Gull Service station, Petrol station, Convenience store, Snackfoods, Bakery, Groceries, Ice-Cream, Deli, Takeaways",http://www.nightnday.co.nz,"338-342 Te Ngae Road, Rotorua 3010",07 345 8071,Mon-Sun 24 hours,NZ,176.282217,-38.144275,number,1,2006-08-31T13:52:56Z,2015-07-08T08:58:52Z,zenbu_out010,https://www.facebook.com/nightnday.co.nz,GasStation ConvenienceStore
1029778,Hewletts Night 'n Day @ Gull,"Gull Service station, Petrol station, Convenience store, Deli, Takeaways, Bakery, Groceries, Ice-cream, Fish & Chips, Snackfoods, Magazines",http://www.nightnday.co.nz,"131 Hewletts Road, Mt Maunganui",07 574 2975,Mon-Sun 24 hours,NZ,176.191802,-37.665924,number,1,2006-08-31T13:52:57Z,2015-07-08T08:47:48Z,zenbu_out010,https://www.facebook.com/nightnday.co.nz,GasStation ConvenienceStore
1029995,Takanini Night 'n Day @ Gull,"Gull service station, Petrol, Convenience store, Snackfoods, Bakery, Groceries, Ice-cream, Deli",http://www.nightnday.co.nz,"330 Great South Road, Manurewa, Auckland 2105",09 269 8514,Mon-Sun 24 hours,NZ,174.908159,-37.034578,manual,1,2006-08-31T13:53:02Z,2015-07-08T08:43:52Z,zenbu_out010,https://www.facebook.com/nightnday.co.nz,GasStation ConvenienceStore
1030002,Te Irirangi Night 'n Day @ Gull,"Gull service station, Petrol Station, Convenience store, Deli, Takeaways, Groceries, Ice-Cream",http://www.nightnday.co.nz,"457 East Tamaki Road, East Tamaki, Auckland 2013",09 271 2692,Mon-Sun 24 hours,NZ,174.905997,-36.949082,manual,1,2006-08-31T13:53:03Z,2015-07-08T08:34:38Z,zenbu_out010,https://www.facebook.com/nightnday.co.nz,GasStation ConvenienceStore
1030009,East Tamaki Night 'n Day @ Gull,"Gull Service station, Petrol station, Convenience store",http://www.nightnday.co.nz,"263 East Tamaki Road, Otara , Auckland 2023",09 271 3194,Mon-Sun 24 hours,NZ,174.885757,-36.961709,manual,1,2006-08-31T13:53:03Z,2015-07-08T08:38:58Z,zenbu_out010,https://www.facebook.com/nightnday.co.nz,GasStation ConvenienceStore
1030121,Albany Night 'n Day @ Gull,"Petrol station, Diesel, Convenience store",http://www.nightnday.co.nz,"183 Albany Highway, Albany , Auckland 0629",09 414 7960,Mon-Sun 24 hours,NZ,174.702338,-36.756186,number,1,2006-08-31T13:53:05Z,2015-07-08T08:10:49Z,zenbu_out010,https://www.facebook.com/nightnday.co.nz,GasStation ConvenienceStore
1030156,South Whangarei Night 'n Day @ Gull,"Convenience store, Groceries, Takeaways, Bakery, Deli, Fruit & Veges, Beer & Wine, Petrol station",http://www.nightnday.co.nz,"Corner State Highway 1 and Tauroa Street, Whangarei",09 430 3760,Mon-Sun 24 hours,NZ,174.308653,-35.751214,manual,1,2006-08-31T13:53:06Z,2015-07-08T08:05:39Z,zenbu_out010,https://www.facebook.com/nightnday.co.nz,GasStation ConvenienceStore
1030198,Greville Night 'n Day @ Gull,"Gull service station, Petrol, Diesel, Convenience store, Snackfoods, Bakery, Groceries, ICe-cream, Deli",http://www.nightnday.co.nz,"Corner Greville and Hugh Green Drive, Pinehill, Auckland 0632",09 475 5316,Mon-Sun 24 hours,NZ,174.724733,-36.730518,manual,1,2006-08-31T13:53:07Z,2015-07-08T11:01:08Z,zenbu_out010,https://www.facebook.com/nightnday.co.nz,GasStation ConvenienceStore
1030345,Rosebank Night 'n Day @ Gull,"Convenience store, Petrol station, Diesel",http://www.nightnday.co.nz,"628-642 Rosebank Road, Avondale, Auckland 1026",09 820 9040,Mon-Sun 24 hours,NZ,174.669091,-36.873056,number,1,2006-08-31T13:53:11Z,2015-07-08T08:19:50Z,zenbu_out010,https://www.facebook.com/nightnday.co.nz,GasStation ConvenienceStore
